Sr. No.,Work category,WORK,State,IDA,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,RECOMMENDED AMOUNT   ( ₹ ),Sanction Date,work_id,work_type,recommended_amount,recommended_date,sanction_date,sanction_amount,Work Status,sanction_delay_days,is_sanctioned,baseline_median,baseline_std,baseline_level,cost_zscore,is_sanctioned_flag,amount_disbursed,is_completed,image_missing_flag,stuck_days,delay_feature,disbursement_gap_pct,vendor_total_works,vendor_data_available,vendor_concentration_score,total_disbursed_so_far,spent_pct_of_recommended,funds_exhausted_not_completed_flag,repetition_count,fraud_risk_score,inefficiency_score,fraud_risk_tier,inefficiency_tier,fraud_reason,inefficiency_reason,data_confidence,compliance_flags,compliance_flag_count,needs_fraud_review
4891,Normal/Others,WS/MP334/2024-2025/144889-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in laxmantunda panchayat: 1)Near Om vidyalay 2)Near mansa mandir chowk,02-Oct-2024,300000,10-Feb-2025,WS/MP334/2024-2025/144889,Lighting of public spaces,300000.0,2024-10-02,2025-02-10,300000.0,Physical Inspection,131.0,True,150000.0,92145.45079472418,state+category,1.6278611554482547,1,,False,0,559.0,131.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,10.9,34.2,Low,Low,No payment record yet — vendor pattern unverified,"Sanctioned but stuck in execution for 559 days (>1 year, no completion)",33,,0,False
4892,Normal/Others,WS/MP334/2024-2025/144891-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in madhgopali panchayat: 1)Near madhgopali chowk 2)Near simarbeda hanuman mandir 3)Near hanuman mandir ghutwali,02-Oct-2024,450000,10-Feb-2025,WS/MP334/2024-2025/144891,Lighting of public spaces,450000.0,2024-10-02,2025-02-10,450000.0,Sanction,131.0,True,150000.0,92145.45079472418,state+category,3.2557223108965094,1,,False,0,559.0,131.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,30.4,34.2,Low,Low,"Cost is unusually higher than comparable works (state+category baseline, z=3.3); No payment record yet — vendor pattern unverified","Sanctioned but stuck in execution for 559 days (>1 year, no completion)",33,Cost more than 3 standard deviations from comparable works,1,True
4893,Normal/Others,WS/MP334/2024-2025/144892-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light near ambedkar chowk in nagabad.,02-Oct-2024,150000,08-Jan-2025,WS/MP334/2024-2025/144892,Lighting of public spaces,150000.0,2024-10-02,2025-01-08,150000.0,Vendor Identification,98.0,True,150000.0,92145.45079472418,state+category,0.0,1,,False,0,592.0,98.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,0.0,25.3,Low,Low,No payment record yet — vendor pattern unverified,"Sanctioned but stuck in execution for 592 days (>1 year, no completion)",33,,0,False
4894,Normal/Others,WS/MP334/2024-2025/144893-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in nagri panchayat: 1)Near shiv mandir in nagri 2)Near mahuwa ped in jolhadih of nagri panchayat,02-Oct-2024,300000,10-Feb-2025,WS/MP334/2024-2025/144893,Lighting of public spaces,300000.0,2024-10-02,2025-02-10,300000.0,Work Completed,131.0,True,150000.0,92145.45079472418,state+category,1.6278611554482547,1,,False,0,559.0,131.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,10.9,34.2,Low,Low,No payment record yet — vendor pattern unverified,"Sanctioned but stuck in execution for 559 days (>1 year, no completion)",33,,0,False
4895,Normal/Others,WS/MP334/2024-2025/144894-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in parsabeda panchayat: 1)Near durga mandir of gosai tilaiya 2)Near durga mandir pipradih of parsabeda,02-Oct-2024,300000,10-Feb-2025,WS/MP334/2024-2025/144894,Lighting of public spaces,300000.0,2024-10-02,2025-02-10,300000.0,Vendor Identification,131.0,True,150000.0,92145.45079472418,state+category,1.6278611554482547,1,,False,0,559.0,131.0,0.0,39.0,1,3.6888794541139363,299420.0,99.80666666666667,1,1,83.8,34.2,High,Low,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),"Sanctioned but stuck in execution for 559 days (>1 year, no completion)",67,"100% of funds already spent but work not completed (matches confirmed CAG-audited waste pattern — Report 22/2025, Para 3.1)",1,True
4896,Normal/Others,WS/MP334/2024-2025/144895-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in rangamati panchayat: 1)Near bajrang bali mandir in ghutwe 2)Near shiv mandir railway gate 3)Near hanuman mandir taalab,02-Oct-2024,450000,10-Feb-2025,WS/MP334/2024-2025/144895,Lighting of public spaces,450000.0,2024-10-02,2025-02-10,450000.0,Physical Inspection,131.0,True,150000.0,92145.45079472418,state+category,3.2557223108965094,1,,False,0,559.0,131.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,30.4,34.2,Low,Low,"Cost is unusually higher than comparable works (state+category baseline, z=3.3); No payment record yet — vendor pattern unverified","Sanctioned but stuck in execution for 559 days (>1 year, no completion)",33,Cost more than 3 standard deviations from comparable works,1,True
4897,Normal/Others,WS/MP334/2024-2025/144896-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in roshnatunda panchayat: 1)Near thakurbadi mandir 2)Near dom tola chagarbarai,02-Oct-2024,149710,10-Feb-2025,WS/MP334/2024-2025/144896,Lighting of public spaces,149710.0,2024-10-02,2025-02-10,149710.0,Physical Inspection,131.0,True,150000.0,92145.45079472418,state+category,-0.0031471982338666256,1,,False,0,559.0,131.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,0.0,34.2,Low,Low,No payment record yet — vendor pattern unverified,"Sanctioned but stuck in execution for 559 days (>1 year, no completion)",33,,0,False
4898,Normal/Others,WS/MP334/2024-2025/144897-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in sasarkho panchayat: 1)near mahavir mod 2)Near durga mandir in nurango village 3)Near bajrang bali mandir mandal tola in narangi sasarkho,02-Oct-2024,450000,10-Feb-2025,WS/MP334/2024-2025/144897,Lighting of public spaces,450000.0,2024-10-02,2025-02-10,450000.0,Physical Inspection,131.0,True,150000.0,92145.45079472418,state+category,3.2557223108965094,1,,False,0,559.0,131.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,30.4,34.2,Low,Low,"Cost is unusually higher than comparable works (state+category baseline, z=3.3); No payment record yet — vendor pattern unverified","Sanctioned but stuck in execution for 559 days (>1 year, no completion)",33,Cost more than 3 standard deviations from comparable works,1,True
4899,Normal/Others,WS/MP334/2024-2025/144898-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in shankardih panchayat: 1)Near mansa mandir ramnagar in shankardih 2)Near guddu ansari house in madhupur shankardih,02-Oct-2024,300000,10-Feb-2025,WS/MP334/2024-2025/144898,Lighting of public spaces,300000.0,2024-10-02,2025-02-10,300000.0,Vendor Identification,131.0,True,150000.0,92145.45079472418,state+category,1.6278611554482547,1,,False,0,559.0,131.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,10.9,34.2,Low,Low,No payment record yet — vendor pattern unverified,"Sanctioned but stuck in execution for 559 days (>1 year, no completion)",33,,0,False
4900,Normal/Others,WS/MP334/2024-2025/144899-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in thakurchak panchayat: 1)Near bajrang bali mandir 2)Near masjid,02-Oct-2024,300000,10-Feb-2025,WS/MP334/2024-2025/144899,Lighting of public spaces,300000.0,2024-10-02,2025-02-10,300000.0,Vendor Identification,131.0,True,150000.0,92145.45079472418,state+category,1.6278611554482547,1,,False,0,559.0,131.0,0.0,39.0,1,3.6888794541139363,299420.0,99.80666666666667,1,1,83.8,34.2,High,Low,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case),"Sanctioned but stuck in execution for 559 days (>1 year, no completion)",67,"100% of funds already spent but work not completed (matches confirmed CAG-audited waste pattern — Report 22/2025, Para 3.1)",1,True
4901,Normal/Others,WS/MP317/2024-2025/144904-Purchase Books for Library,Bihar,MUZAFFARPUR(DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA),Smt Veena Devi,VAISHALI,puchase book of diffrent school library,01-Oct-2024,5000000,07-Oct-2024,WS/MP317/2024-2025/144904,Purchase Books for Library,5000000.0,2024-10-01,2024-10-07,5000000.0,Physical Inspection,6.0,True,5000000.0,0.0,state+category,0.0,1,5000000.0,True,0,0.0,6.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,0.0,0.0,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
4902,Normal/Others,"WS/MP352/2025-2026/144913-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,Construction of road at eastside of Velluthully Bus Stop in Ward 8 of Kumbalangy Grama Panchayath,01-Oct-2024,1500000,15-Jan-2026,WS/MP352/2025-2026/144913,"Construction of roads, link roads, pathways or any other road with or without drainage system",1500000.0,2024-10-01,2026-01-15,1500000.0,Sanction,471.0,True,700000.0,617984.5475448972,state+category,1.2945307502885082,1,,False,0,220.0,471.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,9.2,79.0,Low,High,No payment record yet — vendor pattern unverified,Sanctioned but stuck in execution for 220 days,33,,0,False
4903,Normal/Others,WS/MP386/2024-2025/144914-Improvement of electricity distribution infrastructure,Rajasthan,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),Shri Hanuman Beniwal,NAGAUR,Work of shifting the 11 KV power line located in village Chimrani (Aen Rural Nagaur AVVNL),01-Oct-2024,145875,04-Dec-2024,WS/MP386/2024-2025/144914,Improvement of electricity distribution infrastructure,145875.0,2024-10-01,2024-12-04,145875.0,Physical Inspection,64.0,True,123982.0,63001.328365675996,state+category,0.3475006093986998,1,145875.0,True,0,0.0,64.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,2.5,0.0,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
4904,Normal/Others,WS/MP386/2024-2025/144915-Improvement of electricity distribution infrastructure,Rajasthan,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),Shri Hanuman Beniwal,NAGAUR,"Electrification work in the settlements of Bijaranis in village Sukholav, Ramuram, Khemaram, Poorndan, Jethadan, Mahipal etc (AEN rural Nagaur )",01-Oct-2024,161230,04-Dec-2024,WS/MP386/2024-2025/144915,Improvement of electricity distribution infrastructure,161230.0,2024-10-01,2024-12-04,161230.0,Physical Inspection,64.0,True,123982.0,63001.328365675996,state+category,0.5912256291455155,1,161230.0,True,0,0.0,64.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,3.6,0.0,Low,Low,No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,,0,False
4905,Normal/Others,WS/MP761/2024-2025/144916-Providing drains and gutters for public drainage,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of CC Drains and Culverts from Chandru Naik (H) to Sai Kiranam in Sri Sailaxmi nagar,01-Oct-2024,495000,04-Oct-2024,WS/MP761/2024-2025/144916,Providing drains and gutters for public drainage,495000.0,2024-10-01,2024-10-04,495000.0,Physical Inspection,3.0,True,495000.0,155818.47921721588,state+category,0.0,1,495000.0,True,1,0.0,3.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,15.5,0.0,Low,Low,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,No photo evidence on record for a completed work,1,True
4906,Normal/Others,WS/MP386/2024-2025/144920-Improvement of electricity distribution infrastructure,Rajasthan,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),Shri Hanuman Beniwal,NAGAUR,Electrification work at Hariram Inaniya ki Dhani situated on Gaju Marg in village Basni Khalil (Aen AVVNL O&M Mundwa ),01-Oct-2024,77114,04-Dec-2024,WS/MP386/2024-2025/144920,Improvement of electricity distribution infrastructure,77114.0,2024-10-01,2024-12-04,77114.0,Physical Inspection,64.0,True,123982.0,63001.328365675996,state+category,-0.743920822239906,1,77114.0,True,1,0.0,64.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,32.5,0.0,Low,Low,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,No photo evidence on record for a completed work,1,True
4907,Normal/Others,WS/MP386/2024-2025/144921-Improvement of electricity distribution infrastructure,Rajasthan,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),Shri Hanuman Beniwal,NAGAUR,Electrification work in Dhani of Bhuraram / Kumaram Fardoda at Basni Khalil Road in village-Gajoo,01-Oct-2024,77114,04-Dec-2024,WS/MP386/2024-2025/144921,Improvement of electricity distribution infrastructure,77114.0,2024-10-01,2024-12-04,77114.0,Physical Inspection,64.0,True,123982.0,63001.328365675996,state+category,-0.743920822239906,1,77114.0,True,1,0.0,64.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,32.5,0.0,Low,Low,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,No photo evidence on record for a completed work,1,True
4908,Normal/Others,WS/MP386/2024-2025/144922-Improvement of electricity distribution infrastructure,Rajasthan,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),Shri Hanuman Beniwal,NAGAUR,"Electrification work in dhanis of Om Prakash, Prem, Dinesh, Premaram on Khajwana-Indokali road in village-Khajwana",01-Oct-2024,235164,04-Dec-2024,WS/MP386/2024-2025/144922,Improvement of electricity distribution infrastructure,235164.0,2024-10-01,2024-12-04,235164.0,Physical Inspection,64.0,True,123982.0,63001.328365675996,state+category,1.7647564406050447,1,235164.0,True,1,0.0,64.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,48.4,0.0,Medium,Low,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,No photo evidence on record for a completed work,1,True
4909,Normal/Others,WS/MP386/2024-2025/144923-Improvement of electricity distribution infrastructure,Rajasthan,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),Shri Hanuman Beniwal,NAGAUR,"Electrification work in hamlets of Ruparam, Nainaram, Harendra, Pappuram Lomrod etc. on Gaju-Dhadharia road in village Gaju",01-Oct-2024,253112,04-Dec-2024,WS/MP386/2024-2025/144923,Improvement of electricity distribution infrastructure,253112.0,2024-10-01,2024-12-04,253112.0,Physical Inspection,64.0,True,123982.0,63001.328365675996,state+category,2.0496393226900884,1,253112.0,True,1,0.0,64.0,0.0,0.0,0,1.0986122886681098,,0.0,0,1,54.4,0.0,Medium,Low,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,Completed — no execution backlog,67,No photo evidence on record for a completed work,1,True
