"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"10778","Punjab","Installing community drinking water plants","WS/MP18311/2025-2026/229731","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","03-Mar-2026","Rajwinder Kaur","Payment Success","98196"
"10779","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18086/2025-2026/220483","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL","HASSAN","16-Mar-2026","Avinash H C","Payment Success","187500"
"10780","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18086/2025-2026/220483","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL","HASSAN","26-May-2026","Avinash H C","Payment Success","58324"
"10781","Jammu And Kashmir","Construction of boundary walls of existing public and community buildings","WS/MP18379/2025-2026/210506","Budgam(Deputy Commissioner  Budgam_IDA)","ABDUL RASHID SHEIKH","BARAMULLAH","28-Apr-2026","Shahnawaz Hussain Wani","Payment Success","116758"
"10782","Tamil Nadu","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP745/2025-2026/202621","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","K Subbarayan","TIRUPPUR","02-Mar-2026","Karuppusamy","Payment Success","1500000"
"10783","Jammu And Kashmir","Street lights","WS/MP18260/2025-2026/186683","SRINAGAR(DEPUTY COMMISSIONER SRINAGAR_IDA)","AGA SYED RUHULLAH MEHDI","SRINAGAR","16-Mar-2026","Raoof Ahmad","Payment Success","388524"
"10784","Jammu And Kashmir","Construction of boundary walls of existing public and community buildings","WS/MP18379/2025-2026/240677","Budgam(Deputy Commissioner  Budgam_IDA)","ABDUL RASHID SHEIKH","BARAMULLAH","20-Apr-2026","MS Malik Brothers Prop Shabir Ahmad Malik","Payment Success","193156"
"10785","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18337/2025-2026/216106","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","K RADHAKRISHNAN","ALATHUR(SC)","31-Mar-2026","JINU A","Payment Success","380137"
"10786","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18337/2025-2026/216108","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","K RADHAKRISHNAN","ALATHUR(SC)","31-Mar-2026","JINU A","Payment Success","425189"
"10787","Odisha","Construction of community centers and community halls","WS/MP18143/2025-2026/210916","Jajpur(DISTRICT COLLECTOR JAJPUR_IDA)","RABINDRA NARAYAN BEHERA","JAJPUR(SC)","06-Mar-2026","Debakanta Roy","Payment Success","150000"
"10788","Odisha","Construction of community centers and community halls","WS/MP372/2025-2026/230937","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","05-Mar-2026","GANESH SAHOO","Payment Success","323157"
"10789","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2025-2026/173463","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","02-Mar-2026","MANOJ KUMAR ROUTRAY JE","Payment Success","185609"
"10790","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2025-2026/173459","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","07-Apr-2026","MANOJ KUMAR ROUTRAY JE","Payment Success","284659"
"10791","Bihar","Renovation of ponds and lakes","WS/MP18044/2025-2026/262939","SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA)","DEVESH CHANDRA THAKUR","SITAMARHI","01-Jul-2026","NIDHI KUMARI","Payment Success","482336"
"10792","Bihar","Construction of boundary walls of existing public and community buildings","WS/MP18044/2025-2026/222570","SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA)","DEVESH CHANDRA THAKUR","SITAMARHI","20-Mar-2026","NIDHI KUMARI","Payment Success","961795"
"10793","Bihar","Renovation of ponds and lakes","WS/MP18044/2025-2026/269717","SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA)","DEVESH CHANDRA THAKUR","SITAMARHI","13-Jul-2026","NIDHI KUMARI","Payment Success","981293"
"10794","Assam","Construction of community centers and community halls","WS/MP18023/2025-2026/234121","KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA)","BIJULI KALITA MEDHI","GUWAHATI","06-May-2026","Das Enterprise","Payment Success","300188"
"10795","Assam","Construction of community centers and community halls","WS/MP18023/2025-2026/234121","KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA)","BIJULI KALITA MEDHI","GUWAHATI","25-May-2026","Das Enterprise","Payment Success","299812"
"10796","Madhya Pradesh","Construction of rooms and halls in school and colleges","WS/MP18101/2025-2026/258101","DAMOH(DISTRICT COLLECTOR DAMOH_IDA)","RAHUL SINGH LODHI","DAMOH","16-Mar-2026","MURLI MANOHAR SHIKSHA SAMITI PATERA","Payment Success","300000"
"10797","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204412","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","30-Jul-2026","Unnati AND Pragati Contractor and Supply","Payment Success","585466"
"10798","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204414","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","22-Apr-2026","Unnati AND Pragati Contractor and Supply","Payment Success","458686"
"10799","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204435","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","22-Apr-2026","Unnati AND Pragati Contractor and Supply","Payment Success","449507"
"10800","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204428","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","22-Apr-2026","Unnati AND Pragati Contractor and Supply","Payment Success","540063"
"10801","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204416","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","22-Apr-2026","Unnati AND Pragati Contractor and Supply","Payment Success","416444"
"10802","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204430","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","609305"
"10803","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204433","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","422676"
"10804","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204429","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","576374"
"10805","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204432","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","435140"
"10806","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204413","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","467392"
"10807","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204415","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","470380"
"10808","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204417","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","315725"
"10809","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204418","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","503231"
"10810","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204419","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","361171"
"10811","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204420","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","229905"
"10812","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204421","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","469011"
"10813","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204422","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","437360"
"10814","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18227/2025-2026/204425","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DAROGA PRASAD SAROJ","LALGANJ (SC)","05-Mar-2026","Unnati AND Pragati Contractor and Supply","Payment Success","644684"
"10815","Punjab","Construction of community centers and community halls","WS/MP18155/2025-2026/188531","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL","HOSHIARPUR(SC)","02-Mar-2026","Hem Raj","Payment Success","60000"
"10816","Punjab","Construction of community centers and community halls","WS/MP18155/2025-2026/188531","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL","HOSHIARPUR(SC)","11-Jun-2026","Hem Raj","Payment Success","54000"
"10817","Rajasthan","Lighting of public spaces","WS/MP18163/2025-2026/267778","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","MURARI LAL MEENA","DAUSA(ST)","19-Jun-2026","KESHRI NANDAN SAINI","Payment Success","386622"
"10818","Rajasthan","Lighting of public spaces","WS/MP18163/2025-2026/246982","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","MURARI LAL MEENA","DAUSA(ST)","13-Mar-2026","KESHRI NANDAN SAINI","Payment Success","499730"
"10819","Rajasthan","Lighting of public spaces","WS/MP18163/2025-2026/246981","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","MURARI LAL MEENA","DAUSA(ST)","13-Mar-2026","KESHRI NANDAN SAINI","Payment Success","497332"
"10820","Rajasthan","Lighting of public spaces","WS/MP18163/2025-2026/257530","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","MURARI LAL MEENA","DAUSA(ST)","13-Mar-2026","KESHRI NANDAN SAINI","Payment Success","496801"
"10821","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/177354","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","24-Mar-2026","Ms Jovanpreet Contractor","Payment Success","181820"
"10822","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18314/2025-2026/190999","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","02-Mar-2026","Ms Jovanpreet Contractor","Payment Success","221158"
"10823","Kerala","Construction of buildings for crèches and anganwadies","WS/MP352/2025-2026/135862","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Shri Hibi Eden","ERNAKULAM","27-Mar-2026","SIJIMON K R","Payment Success","151769"
"10824","Kerala","Construction of buildings for crèches and anganwadies","WS/MP352/2025-2026/135862","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Shri Hibi Eden","ERNAKULAM","27-Mar-2026","RADHAKRISHNAN P","Payment Success","1000"
"10825","Punjab","Construction of bus-sheds or bus-stops","WS/MP18158/2025-2026/196408","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","02-Mar-2026","GURPREET SINGH SARPANCH BATTI","Payment Success","52040"
"10826","Punjab","Construction of boundary walls of existing public and community buildings","WS/MP18158/2025-2026/201322","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","02-Mar-2026","GIYAN KAUR SARPANCH BHATHERI KALAN","Payment Success","58858"
"10827","Kerala","Construction of buildings for crèches and anganwadies","WS/MP352/2025-2026/135862","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Shri Hibi Eden","ERNAKULAM","27-Mar-2026","JOSEPH P K","Payment Success","3581"
"10828","Meghalaya","Construction of rooms and halls in school and colleges","WS/MP18137/2025-2026/232954","SOUTH WEST KHASI HILLS(DEPUTY COMMISSIONER SOUTH WEST KHASI HILLS MAWKRYWAT_IDA)","ANDREW J. SYNGKON","SHILLONG","02-Mar-2026","Nongsynrieh Deficit","Payment Success","125000"
"10829","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2025-2026/239844","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","Kirti Vardhan Singh","GONDA","13-May-2026","AGRIMA TRADERS","Payment Success","285480"
"10830","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2025-2026/239846","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","Kirti Vardhan Singh","GONDA","06-May-2026","AGRIMA TRADERS","Payment Success","304200"
"10831","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2025-2026/239843","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","Kirti Vardhan Singh","GONDA","06-May-2026","AGRIMA TRADERS","Payment Success","282000"
"10832","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2025-2026/239823","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","Kirti Vardhan Singh","GONDA","06-May-2026","AGRIMA TRADERS","Payment Success","413640"
"10833","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2025-2026/228215","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","Kirti Vardhan Singh","GONDA","17-Mar-2026","AGRIMA TRADERS","Payment Success","265841"
"10834","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/267892","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","06-May-2026","BABA RAMDEV CONSTRUCTION","Payment Success","499784"
"10835","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2025-2026/267891","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","06-May-2026","BABA RAMDEV CONSTRUCTION","Payment Success","499784"
"10836","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/212371","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","RAJEEV BHARDWAJ","KANGRA","12-Mar-2026","GP Bagheigarh","Payment Success","150000"
"10837","Telangana","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP18194/2025-2026/228385","KAMAREDDY(District Collector Kamareddy_IDA)","SURESH KUMAR SHETKAR","ZAHIRABAD","10-Mar-2026","SAVERA AUTOCRAFT LLP","Payment Success","137000"
"10838","Meghalaya","Construction of rooms and halls in school and colleges","WS/MP18137/2025-2026/233801","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON","SHILLONG","28-Mar-2026","HILARIOS SYNGKLI","Payment Success","200000"
"10839","Meghalaya","Construction of community centers and community halls","WS/MP18137/2025-2026/233004","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON","SHILLONG","28-Mar-2026","LAZARUS KLEIN","Payment Success","50000"
"10840","Gujarat","Construction of public toilets and bathrooms","WS/MP18326/2025-2026/176232","Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA","SURENDRANAGAR","05-Mar-2026","SHIHOR GRAM PANCHAYAT","Payment Success","398703"
"10841","Assam","Construction of community centers and community halls","WS/MP18025/2025-2026/231284","GOLAGHAT(Deputy Commissioner Golaghat_IDA)","KAMAKHYA PRASAD TASA","Kaziranga","16-Jul-2026","Nitul Bora","Payment Success","423517"
"10842","Assam","Construction of community centers and community halls","WS/MP18025/2025-2026/231284","GOLAGHAT(Deputy Commissioner Golaghat_IDA)","KAMAKHYA PRASAD TASA","Kaziranga","02-Mar-2026","Nitul Bora","Payment Success","376483"
"10843","Assam","Construction of community centers and community halls","WS/MP18025/2025-2026/231285","GOLAGHAT(Deputy Commissioner Golaghat_IDA)","KAMAKHYA PRASAD TASA","Kaziranga","13-Mar-2026","Nitul Bora","Payment Success","275104"
"10844","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2025-2026/238427","Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA","SURENDRANAGAR","07-Mar-2026","AMBLI GRAM PANCHAYAT","Payment Success","499374"
"10845","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18122/2024-2025/181785","JALNA(DISTRICT COLLECTOR JALNA_IDA)","KALYAN VAIJINATHRAO KALE","JALNA","15-Jun-2026","Moreshwar mss Ltd Rajur","Payment Success","996665"
"10846","Gujarat","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18321/2025-2026/203271","SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA)","SHOBHANABEN MAHENDRASINH BARAIYA","SABARKANTHA","27-Mar-2026","Vavari Gram Panchayat","Payment Success","500000"
"10847","West Bengal","Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes","WS/MP18251/2025-2026/172805","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","SAYANI GHOSH","JADAVPUR","04-Apr-2026","TANMOY ENTERPRISE","Payment Success","598154"
"10848","West Bengal","Construction of footpaths and pedestrian ways","WS/MP18251/2025-2026/172815","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","SAYANI GHOSH","JADAVPUR","23-Mar-2026","LOKENATH CONSTRUCTION","Payment Success","599444"
"10849","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18168/2025-2026/260579","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","09-Mar-2026","vikram","Payment Success","10950"
"10850","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18168/2025-2026/260579","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","09-Mar-2026","mahednra","Payment Success","10950"
"10851","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18168/2025-2026/260579","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","BHAJAN LAL JATAV","KARAULI-DHOLPUR(SC)","09-Mar-2026","suman","Payment Success","6000"
